dgp,window,model,predictor,M,replicate,pbsv
threshold,expanding,enet,x5,12,2,0.01175393005755108
threshold,expanding,enet,x6,12,2,0.00282904209454099
threshold,expanding,rf,x1,12,2,-0.6739271706627749
threshold,expanding,rf,x2,12,2,-1.3608128300802262
threshold,expanding,rf,x3,12,2,-0.0073269417248488415
threshold,expanding,rf,x4,12,2,0.0026546298743044447
threshold,expanding,rf,x5,12,2,-0.010856690340639
threshold,expanding,rf,x6,12,2,-0.0015413372950310682
threshold,expanding,xgboost,x1,12,2,-0.7101961911267235
threshold,expanding,xgboost,x2,12,2,-1.350701597251433
threshold,expanding,xgboost,x3,12,2,-0.06937562136936275
threshold,expanding,xgboost,x4,12,2,0.03461956650885312
threshold,expanding,xgboost,x5,12,2,-0.02323422685038719
threshold,expanding,xgboost,x6,12,2,0.0063537671518877166
